title,publish_date,media_name,url,cluster,title_total_frequency,title_date_frequency,publish_year,publish_month,publish_day,days_since_min,label,cluster_name,topics
UK Supreme Court: Legal definition of woman excludes trans women,4/16/25,cnn.com,https://www.cnn.com/2025/04/16/world/video/uk-trans-women-exclusion-abdelaziz-live-ctw-041609aseg2-cnni-world-fast,97,1,1,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK supreme court rules definition of woman in Equality Act refers to ‘a biological woman’ – video,4/16/25,theguardian.com,https://www.theguardian.com/society/video/2025/apr/16/uk-supreme-court-rules-definition-of-woman-in-equality-act-refers-to-a-biological-woman-video,97,1,1,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
"UK supreme court ruling on legal definition of woman ‘brings clarity and confidence’, says government – as it happened",4/16/25,theguardian.com,https://www.theguardian.com/law/live/2025/apr/16/uk-supreme-court-to-rule-on-legal-definition-of-a-woman-gender-recognition-certificates,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK supreme court to rule on legal definition of a woman,4/16/25,theguardian.com,https://www.theguardian.com/society/2025/apr/16/uk-supreme-court-rule-legal-definition-woman,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK's Top Court To Rule On How To Define A 'Woman',4/15/25,ibtimes.com,https://www.ibtimes.com/uks-top-court-rule-how-define-woman-3770235,97,4,4,2025,4,15,1931,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK's highest court to rule on definition of 'woman' under equality laws,4/15/25,reuters.com,https://www.reuters.com/world/uk/uks-highest-court-rule-definition-woman-under-equality-laws-2025-04-15/,97,2,2,2025,4,15,1931,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK's top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,ajc.com,https://www.ajc.com/news/nation-world/uks-top-court-says-definition-of-a-woman-is-based-on-biological-sex-and-excludes-transgender-people/NINLB56K7JAXRH6IEBVODY2EOM/,97,6,6,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK's top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,inquirer.com,https://www.inquirer.com/wires/ap/uks-top-court-says-definition-woman-is-based-biological-sex-excludes-transgender-people-20250416.html,97,6,6,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK's top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,newsday.com,https://www.newsday.com/news/nation/uk-supreme-court-decision-definition-woman-scotland-h73244,97,6,6,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK: Supreme Court Rules Biological Men Identifying As Trans Women Don't Meet Legal Criteria For The Term 'Woman',4/16/25,oann.com,https://www.oann.com/newsroom/uk-supreme-court-rules-biological-men-identifying-as-trans-women-dont-meet-legal-criteria-for-the-term-woman/,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,baltimoresun.com,https://www.baltimoresun.com/2025/04/16/britain-court-gender/,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,bostonglobe.com,https://www.bostonglobe.com/2025/04/16/world/uk-transgender-woman-court-biological-sex/,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,inquirer.com,https://www.inquirer.com/news/nation-world/uk-supreme-court-women-definition-sex-transgender-20250416.html,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,mercurynews.com,https://www.mercurynews.com/2025/04/16/uks-top-court-says-definition-of-a-woman-is-based-on-biological-sex-and-excludes-transgender-people/,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,ocregister.com,https://www.ocregister.com/2025/04/16/britain-court-gender/,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
Trump tweets ‘Don’t buy Goodyear Tires’ after company bans workers from wearing MAGA attire,8/19/20,marketwatch.com,http://www.marketwatch.com/news/story.asp?guid=%7B0334B5A6-E23E-11EA-AB7C-619F665CB859%7D&siteid=rss&rss=1,14,1,1,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,pilotonline.com,https://www.pilotonline.com/2025/04/16/britain-court-gender/,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
Trump urges Goodyear tire boycott after company bars political attire,8/20/20,reuters.com,https://www.reuters.com/article/us-goodyear-trump/trump-urges-goodyear-tire-boycott-after-company-bars-political-attire-idUSKCN25F1XQ?utm_medium=Social&utm_source=Facebook,14,1,1,2020,8,20,232,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump urges Supreme Court to let trans military ban proceed,4/4/25,foxnews.com,https://www.foxnews.com/politics/trump-urges-supreme-court-let-trans-military-ban-proceed,118,1,1,2025,4,4,1920,Trans Military Ban,Trans Military Ban,"federalPolicy, publicSpace, bigotry, identity, freeSpeech"
Trump urging Goodyear boycott after company bans MAGA hats,8/19/20,ajc.com,https://www.ajc.com/news/nation-world/trump-urging-goodyear-boycott-after-company-bans-maga-hats/RQIUK7NT5ZFTFILP7WNOEJOUVU/,14,1,1,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,sandiegouniontribune.com,https://www.sandiegouniontribune.com/2025/04/16/britain-court-gender/,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,sun-sentinel.com,https://www.sun-sentinel.com/2025/04/16/britain-court-gender/,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK’s top court says definition of a woman is based on biological sex and excludes transgender people,4/16/25,twincities.com,https://www.twincities.com/2025/04/16/britain-court-gender/,97,19,19,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
What does the UK supreme court’s ruling on definition of ‘women’ mean?,4/16/25,theguardian.com,https://www.theguardian.com/society/2025/apr/16/uk-supreme-court-legal-definition-woman,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
Activists in the Philippines Slam US Military Pacts As Marine Who Killed Trans Woman Walks Free,9/11/20,vice.com,https://www.vice.com/en_us/article/n7wgzq/activists-philippines-us-military-pacts-marine-killed-trans-woman-free,26,1,1,2020,9,11,254,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Appeals block release of U.S. Marine in killing of transgender Filipino woman,9/3/20,staradvertiser.com,https://www.staradvertiser.com/2020/09/03/breaking-news/appeals-block-release-of-u-s-marine-in-killing-of-transgender-filipino-woman/,26,1,1,2020,9,3,246,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Case of US Marine Found Guilty of Killing a Trans Woman in the Philippines Closed After Six Years,8/24/20,vice.com,https://www.vice.com/en_us/article/g5p3n3/case-of-us-marine-found-guilty-of-killing-a-trans-woman-in-the-philippines-closed-after-six-years,26,1,1,2020,8,24,236,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Duterte Pardons U.S. Marine Guilty of Transgender Killing,9/7/20,bloomberg.com,https://www.bloomberg.com/news/articles/2020-09-07/duterte-pardons-u-s-marine-guilty-of-transgender-killing?srnd=markets-vp,26,1,1,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Duterte Pardons U.S. Marine Who Killed Transgender Woman,9/7/20,nytimes.com,https://www.nytimes.com/2020/09/07/world/asia/duterte-pardon-marine-transgender.html,26,2,2,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Duterte Pardons US Marine Convicted of Killing A Trans Woman in the Philippines,9/7/20,vice.com,https://www.vice.com/en_us/article/8893dx/duterte-pardon-us-marine-pemberton-convicted-killing-trans-woman-philippines-jennifer-laude,26,1,1,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Duterte pardons US marine jailed for killing transgender woman Jennifer Laude – video,9/7/20,theguardian.com,https://www.theguardian.com/world/video/2020/sep/07/duterte-pardons-us-marine-jailed-for-killing-transgender-woman-jennifer-laude-video,26,1,1,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Family of transgender woman slain by U.S. Marine in Philippines contests killer’s early release,9/3/20,washingtonpost.com,https://www.washingtonpost.com/world/court-transgender-laude-pemberton-philippines/2020/09/03/0809cc88-ed8d-11ea-bd08-1b10132b458f_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_world-asia-pacific,26,2,2,2020,9,3,246,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine Court Orders Early Release of U.S. Marine Convicted of Killing a Trans Woman,9/2/20,vice.com,https://www.vice.com/en_us/article/xg8peq/philippine-court-orders-early-release-joseph-scott-pemberton-jennifer-laude-killing,26,1,1,2020,9,2,245,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine President Pardons U.S. Marine in 2014 Killing of Trans Woman Jennifer Laude,9/8/20,time.com,https://time.com/5886753/philippine-pardon-us-marine/,26,1,1,2020,9,8,251,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine President Rodrigo Duterte pardoned a US Marine convicted of killing a transgender woman,9/8/20,businessinsider.com,https://www.businessinsider.com/philippines-president-duterte-pardons-marine-killed-trans-woman-2020-9,26,1,1,2020,9,8,251,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine appeals block release of US Marine in killing,9/3/20,abcnews.go.com,https://abcnews.go.com/US/wireStory/philippine-appeals-block-release-us-marine-killing-72789464,26,5,5,2020,9,3,246,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine appeals block release of US Marine in killing,9/3/20,seattletimes.com,https://www.seattletimes.com/nation-world/nation/philippine-appeals-block-release-of-us-marine-in-killing/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,26,5,5,2020,9,3,246,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine appeals block release of US Marine in killing,9/3/20,sfgate.com,https://www.sfgate.com/news/article/Philippine-appeals-block-release-of-US-Marine-in-15539494.php,26,5,5,2020,9,3,246,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine appeals block release of US Marine in killing,9/3/20,startribune.com,https://www.startribune.com/philippine-appeals-block-release-of-us-marine-in-killing/572303832/,26,5,5,2020,9,3,246,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine appeals block release of US Marine in killing,9/3/20,washingtonpost.com,https://www.washingtonpost.com/world/asia_pacific/philippine-appeals-block-release-of-us-marine-in-killing/2020/09/03/04762ec8-edbe-11ea-bd08-1b10132b458f_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_world,26,5,5,2020,9,3,246,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine court orders US Marine's early release in killing,9/2/20,abcnews.go.com,https://abcnews.go.com/US/wireStory/philippine-court-orders-us-marines-early-release-killing-72770053,26,3,3,2020,9,2,245,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine court orders US Marine's early release in killing,9/2/20,sfgate.com,https://www.sfgate.com/news/article/Philippine-court-orders-US-Marine-s-early-release-15536956.php,26,3,3,2020,9,2,245,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine court orders US Marine's early release in killing,9/2/20,startribune.com,https://www.startribune.com/philippine-court-orders-us-marine-s-early-release-in-killing/572293512/,26,3,3,2020,9,2,245,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine court orders US Marine’s early release in killing,9/2/20,seattletimes.com,https://www.seattletimes.com/nation-world/nation/philippine-court-orders-us-marines-early-release-in-killing/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,26,2,2,2020,9,2,245,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine court orders US Marine’s early release in killing,9/2/20,washingtonpost.com,https://www.washingtonpost.com/world/the_americas/philippine-court-orders-us-marines-early-release-in-killing/2020/09/02/e345665a-ed1e-11ea-bd08-1b10132b458f_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_world,26,2,2,2020,9,2,245,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine leader pardons U.S. Marine in transgender killing,9/7/20,pbs.org,https://www.pbs.org/newshour/politics/philippine-leader-pardons-u-s-marine-in-transgender-killing,26,2,2,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine leader pardons U.S. Marine in transgender killing,9/7/20,staradvertiser.com,https://www.staradvertiser.com/2020/09/07/breaking-news/philippine-leader-pardons-u-s-marine-in-transgender-killing/,26,2,2,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine leader pardons US Marine in transgender killing,9/7/20,abcnews.go.com,https://abcnews.go.com/US/wireStory/philippine-leader-pardons-us-marine-transgender-killing-72859344,26,8,8,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine leader pardons US Marine in transgender killing,9/7/20,foxnews.com,http://feeds.foxnews.com/~r/foxnews/world/~3/S0U2ITRIf48/philippine-leader-pardons-us-marine-in-transgender-killing,26,8,8,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine leader pardons US Marine in transgender killing,9/7/20,nypost.com,https://nypost.com/2020/09/07/philippine-leader-pardons-us-marine-in-transgender-killing/,26,8,8,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine leader pardons US Marine in transgender killing,9/7/20,seattletimes.com,https://www.seattletimes.com/nation-world/nation/philippine-leader-pardons-us-marine-in-transgender-killing/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,26,8,8,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine leader pardons US Marine in transgender killing,9/7/20,sfgate.com,https://www.sfgate.com/news/article/Philippine-leader-pardons-US-Marine-in-15547639.php,26,8,8,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
Philippine leader pardons US Marine in transgender killing,9/7/20,startribune.com,https://www.startribune.com/philippine-leader-pardons-us-marine-in-transgender-killing/572339892/,26,8,8,2020,9,7,250,US Marine Pardon,US Marine Pardon,"identity, internationalPolicy"
